cvpj,cvpj,cvpj,cvpj,cvpj,cvpj,vst2,vst2,vst3,vst3
bitcrushsweep6l,bitCrushSweep6l,0.0,0.0,1.0,Bit Crush Sweep 6 Lock,383,Bit Crush Sweep 6 Lock,383,Bit Crush Sweep 6 Lock
wavetype7,waveType7,0.0,0.0,8.0,Wave Type 7,384,Wave Type 7,384,Wave Type 7
mastervolume7,masterVolume7,0.5,0.0,1.0,Master Volume 7,385,Master Volume 7,385,Master Volume 7
attacktime7,attackTime7,0.0,0.0,1.0,Attack Time 7,386,Attack Time 7,386,Attack Time 7
sustaintime7,sustainTime7,0.3935200273990631,0.0,1.0,Sustain Time 7,387,Sustain Time 7,387,Sustain Time 7
sustainpunch7,sustainPunch7,0.0,0.0,1.0,Punch 7,388,Punch 7,388,Punch 7
decaytime7,decayTime7,0.1276687234640121,0.0,1.0,Decay Time 7,389,Decay Time 7,389,Decay Time 7
compressionamount7,compressionAmount7,0.300000011920929,0.0,1.0,Compression 7,390,Compression 7,390,Compression 7
startfrequency7,startFrequency7,0.5478406548500061,0.0,1.0,Frequency 7,391,Frequency 7,391,Frequency 7
minfrequency7,minFrequency7,0.0,0.0,1.0,Frequency Cutoff 7,392,Frequency Cutoff 7,392,Frequency Cutoff 7
slide7,slide7,0.272686094045639,-1.0,1.0,Frequency Slide 7,393,Frequency Slide 7,393,Frequency Slide 7
deltaslide7,deltaSlide7,0.0,-1.0,1.0,Delta Slide 7,394,Delta Slide 7,394,Delta Slide 7
vibratodepth7,vibratoDepth7,0.0,0.0,1.0,Vibrato Depth 7,395,Vibrato Depth 7,395,Vibrato Depth 7
vibratospeed7,vibratoSpeed7,0.0,0.0,1.0,Vibrato Speed 7,396,Vibrato Speed 7,396,Vibrato Speed 7
overtones7,overtones7,0.0,0.0,1.0,Harmonics 7,397,Harmonics 7,397,Harmonics 7
overtonefalloff7,overtoneFalloff7,0.0,0.0,1.0,Harmonics Falloff 7,398,Harmonics Falloff 7,398,Harmonics Falloff 7
changerepeat7,changeRepeat7,0.0,0.0,1.0,Pitch Jump Repeat Speed 7,399,Pitch Jump Repeat Speed 7,399,Pitch Jump Repeat Speed 7
changeamount7,changeAmount7,0.0,-1.0,1.0,Pitch Jump Amount 1 7,400,Pitch Jump Amount 1 7,400,Pitch Jump Amount 1 7
changespeed7,changeSpeed7,0.0,0.0,1.0,Pitch Jump Onset 1 7,401,Pitch Jump Onset 1 7,401,Pitch Jump Onset 1 7
changeamount27,changeAmount27,0.0,-1.0,1.0,Pitch Jump Amount 2 7,402,Pitch Jump Amount 2 7,402,Pitch Jump Amount 2 7
changespeed27,changeSpeed27,0.0,0.0,1.0,Pitch Jump Onset 2 7,403,Pitch Jump Onset 2 7,403,Pitch Jump Onset 2 7
squareduty7,squareDuty7,0.4825095236301422,0.0,1.0,Square Duty 7,404,Square Duty 7,404,Square Duty 7
dutysweep7,dutySweep7,0.0,-1.0,1.0,Duty Sweep 7,405,Duty Sweep 7,405,Duty Sweep 7
repeatspeed7,repeatSpeed7,0.0,0.0,1.0,Repeat Speed 7,406,Repeat Speed 7,406,Repeat Speed 7
flangeroffset7,flangerOffset7,0.0,-1.0,1.0,Flanger Offset 7,407,Flanger Offset 7,407,Flanger Offset 7
flangersweep7,flangerSweep7,0.0,-1.0,1.0,Flanger Sweep 7,408,Flanger Sweep 7,408,Flanger Sweep 7
lpfiltercutoff7,lpFilterCutoff7,1.0,0.0,1.0,LP Filter Cutoff 7,409,LP Filter Cutoff 7,409,LP Filter Cutoff 7
lpfiltercutoffsweep7,lpFilterCutoffSweep7,0.0,-1.0,1.0,LP Filter Cutoff Sweep 7,410,LP Filter Cutoff Sweep 7,410,LP Filter Cutoff Sweep 7
lpfilterresonance7,lpFilterResonance7,0.0,0.0,1.0,LP Filter Resonance 7,411,LP Filter Resonance 7,411,LP Filter Resonance 7
hpfiltercutoff7,hpFilterCutoff7,0.03487822785973549,0.0,1.0,HP Filter Cutoff 7,412,HP Filter Cutoff 7,412,HP Filter Cutoff 7
hpfiltercutoffsweep7,hpFilterCutoffSweep7,0.0,-1.0,1.0,HP Filter Cutoff Sweep 7,413,HP Filter Cutoff Sweep 7,413,HP Filter Cutoff Sweep 7
bitcrush7,bitCrush7,0.0,0.0,1.0,Bit Crush 7,414,Bit Crush 7,414,Bit Crush 7
bitcrushsweep7,bitCrushSweep7,0.0,-1.0,1.0,Bit Crush Sweep 7,415,Bit Crush Sweep 7,415,Bit Crush Sweep 7
wavetype7l,waveType7l,0.0,0.0,1.0,Wave Type 7 Lock,416,Wave Type 7 Lock,416,Wave Type 7 Lock
mastervolume7l,masterVolume7l,1.0,0.0,1.0,Master Volume 7 Lock,417,Master Volume 7 Lock,417,Master Volume 7 Lock
attacktime7l,attackTime7l,0.0,0.0,1.0,Attack Time 7 Lock,418,Attack Time 7 Lock,418,Attack Time 7 Lock
sustaintime7l,sustainTime7l,0.0,0.0,1.0,Sustain Time 7 Lock,419,Sustain Time 7 Lock,419,Sustain Time 7 Lock
sustainpunch7l,sustainPunch7l,0.0,0.0,1.0,Punch 7 Lock,420,Punch 7 Lock,420,Punch 7 Lock
decaytime7l,decayTime7l,0.0,0.0,1.0,Decay Time 7 Lock,421,Decay Time 7 Lock,421,Decay Time 7 Lock
compressionamount7l,compressionAmount7l,0.0,0.0,1.0,Compression 7 Lock,422,Compression 7 Lock,422,Compression 7 Lock
startfrequency7l,startFrequency7l,0.0,0.0,1.0,Frequency 7 Lock,423,Frequency 7 Lock,423,Frequency 7 Lock
minfrequency7l,minFrequency7l,0.0,0.0,1.0,Frequency Cutoff 7 Lock,424,Frequency Cutoff 7 Lock,424,Frequency Cutoff 7 Lock
slide7l,slide7l,0.0,0.0,1.0,Frequency Slide 7 Lock,425,Frequency Slide 7 Lock,425,Frequency Slide 7 Lock
deltaslide7l,deltaSlide7l,0.0,0.0,1.0,Delta Slide 7 Lock,426,Delta Slide 7 Lock,426,Delta Slide 7 Lock
vibratodepth7l,vibratoDepth7l,0.0,0.0,1.0,Vibrato Depth 7 Lock,427,Vibrato Depth 7 Lock,427,Vibrato Depth 7 Lock
vibratospeed7l,vibratoSpeed7l,0.0,0.0,1.0,Vibrato Speed 7 Lock,428,Vibrato Speed 7 Lock,428,Vibrato Speed 7 Lock
overtones7l,overtones7l,0.0,0.0,1.0,Harmonics 7 Lock,429,Harmonics 7 Lock,429,Harmonics 7 Lock
overtonefalloff7l,overtoneFalloff7l,0.0,0.0,1.0,Harmonics Falloff 7 Lock,430,Harmonics Falloff 7 Lock,430,Harmonics Falloff 7 Lock
changerepeat7l,changeRepeat7l,0.0,0.0,1.0,Pitch Jump Repeat Speed 7 Lock,431,Pitch Jump Repeat Speed 7 Lock,431,Pitch Jump Repeat Speed 7 Lock
changeamount7l,changeAmount7l,0.0,0.0,1.0,Pitch Jump Amount 1 7 Lock,432,Pitch Jump Amount 1 7 Lock,432,Pitch Jump Amount 1 7 Lock
changespeed7l,changeSpeed7l,0.0,0.0,1.0,Pitch Jump Onset 1 7 Lock,433,Pitch Jump Onset 1 7 Lock,433,Pitch Jump Onset 1 7 Lock
changeamount27l,changeAmount27l,0.0,0.0,1.0,Pitch Jump Amount 2 7 Lock,434,Pitch Jump Amount 2 7 Lock,434,Pitch Jump Amount 2 7 Lock
changespeed27l,changeSpeed27l,0.0,0.0,1.0,Pitch Jump Onset 2 7 Lock,435,Pitch Jump Onset 2 7 Lock,435,Pitch Jump Onset 2 7 Lock
squareduty7l,squareDuty7l,0.0,0.0,1.0,Square Duty 7 Lock,436,Square Duty 7 Lock,436,Square Duty 7 Lock
dutysweep7l,dutySweep7l,0.0,0.0,1.0,Duty Sweep 7 Lock,437,Duty Sweep 7 Lock,437,Duty Sweep 7 Lock
repeatspeed7l,repeatSpeed7l,0.0,0.0,1.0,Repeat Speed 7 Lock,438,Repeat Speed 7 Lock,438,Repeat Speed 7 Lock
flangeroffset7l,flangerOffset7l,0.0,0.0,1.0,Flanger Offset 7 Lock,439,Flanger Offset 7 Lock,439,Flanger Offset 7 Lock
flangersweep7l,flangerSweep7l,0.0,0.0,1.0,Flanger Sweep 7 Lock,440,Flanger Sweep 7 Lock,440,Flanger Sweep 7 Lock
lpfiltercutoff7l,lpFilterCutoff7l,0.0,0.0,1.0,LP Filter Cutoff 7 Lock,441,LP Filter Cutoff 7 Lock,441,LP Filter Cutoff 7 Lock
lpfiltercutoffsweep7l,lpFilterCutoffSweep7l,0.0,0.0,1.0,LP Filter Cutoff Sweep 7 Lock,442,LP Filter Cutoff Sweep 7 Lock,442,LP Filter Cutoff Sweep 7 Lock
lpfilterresonance7l,lpFilterResonance7l,0.0,0.0,1.0,LP Filter Resonance 7 Lock,443,LP Filter Resonance 7 Lock,443,LP Filter Resonance 7 Lock
hpfiltercutoff7l,hpFilterCutoff7l,0.0,0.0,1.0,HP Filter Cutoff 7 Lock,444,HP Filter Cutoff 7 Lock,444,HP Filter Cutoff 7 Lock
hpfiltercutoffsweep7l,hpFilterCutoffSweep7l,0.0,0.0,1.0,HP Filter Cutoff Sweep 7 Lock,445,HP Filter Cutoff Sweep 7 Lock,445,HP Filter Cutoff Sweep 7 Lock
bitcrush7l,bitCrush7l,0.0,0.0,1.0,Bit Crush 7 Lock,446,Bit Crush 7 Lock,446,Bit Crush 7 Lock
bitcrushsweep7l,bitCrushSweep7l,0.0,0.0,1.0,Bit Crush Sweep 7 Lock,447,Bit Crush Sweep 7 Lock,447,Bit Crush Sweep 7 Lock
wavetype8,waveType8,2.0,0.0,8.0,Wave Type 8,448,Wave Type 8,448,Wave Type 8
mastervolume8,masterVolume8,0.5,0.0,1.0,Master Volume 8,449,Master Volume 8,449,Master Volume 8
attacktime8,attackTime8,0.0,0.0,1.0,Attack Time 8,450,Attack Time 8,450,Attack Time 8
sustaintime8,sustainTime8,0.03076580166816711,0.0,1.0,Sustain Time 8,451,Sustain Time 8,451,Sustain Time 8
sustainpunch8,sustainPunch8,0.5086470246315002,0.0,1.0,Punch 8,452,Punch 8,452,Punch 8
decaytime8,decayTime8,0.1570945978164673,0.0,1.0,Decay Time 8,453,Decay Time 8,453,Decay Time 8
compressionamount8,compressionAmount8,0.300000011920929,0.0,1.0,Compression 8,454,Compression 8,454,Compression 8
startfrequency8,startFrequency8,0.8279492855072021,0.0,1.0,Frequency 8,455,Frequency 8,455,Frequency 8
minfrequency8,minFrequency8,0.0,0.0,1.0,Frequency Cutoff 8,456,Frequency Cutoff 8,456,Frequency Cutoff 8
slide8,slide8,0.0,-1.0,1.0,Frequency Slide 8,457,Frequency Slide 8,457,Frequency Slide 8
deltaslide8,deltaSlide8,0.0,-1.0,1.0,Delta Slide 8,458,Delta Slide 8,458,Delta Slide 8
vibratodepth8,vibratoDepth8,0.0,0.0,1.0,Vibrato Depth 8,459,Vibrato Depth 8,459,Vibrato Depth 8
vibratospeed8,vibratoSpeed8,0.0,0.0,1.0,Vibrato Speed 8,460,Vibrato Speed 8,460,Vibrato Speed 8
overtones8,overtones8,0.0,0.0,1.0,Harmonics 8,461,Harmonics 8,461,Harmonics 8
overtonefalloff8,overtoneFalloff8,0.0,0.0,1.0,Harmonics Falloff 8,462,Harmonics Falloff 8,462,Harmonics Falloff 8
changerepeat8,changeRepeat8,0.0,0.0,1.0,Pitch Jump Repeat Speed 8,463,Pitch Jump Repeat Speed 8,463,Pitch Jump Repeat Speed 8
changeamount8,changeAmount8,0.0,-1.0,1.0,Pitch Jump Amount 1 8,464,Pitch Jump Amount 1 8,464,Pitch Jump Amount 1 8
changespeed8,changeSpeed8,0.0,0.0,1.0,Pitch Jump Onset 1 8,465,Pitch Jump Onset 1 8,465,Pitch Jump Onset 1 8
changeamount28,changeAmount28,0.0,-1.0,1.0,Pitch Jump Amount 2 8,466,Pitch Jump Amount 2 8,466,Pitch Jump Amount 2 8
changespeed28,changeSpeed28,0.0,0.0,1.0,Pitch Jump Onset 2 8,467,Pitch Jump Onset 2 8,467,Pitch Jump Onset 2 8
squareduty8,squareDuty8,0.0,0.0,1.0,Square Duty 8,468,Square Duty 8,468,Square Duty 8
dutysweep8,dutySweep8,0.0,-1.0,1.0,Duty Sweep 8,469,Duty Sweep 8,469,Duty Sweep 8
repeatspeed8,repeatSpeed8,0.0,0.0,1.0,Repeat Speed 8,470,Repeat Speed 8,470,Repeat Speed 8
flangeroffset8,flangerOffset8,0.0,-1.0,1.0,Flanger Offset 8,471,Flanger Offset 8,471,Flanger Offset 8
flangersweep8,flangerSweep8,0.0,-1.0,1.0,Flanger Sweep 8,472,Flanger Sweep 8,472,Flanger Sweep 8
lpfiltercutoff8,lpFilterCutoff8,1.0,0.0,1.0,LP Filter Cutoff 8,473,LP Filter Cutoff 8,473,LP Filter Cutoff 8
lpfiltercutoffsweep8,lpFilterCutoffSweep8,0.0,-1.0,1.0,LP Filter Cutoff Sweep 8,474,LP Filter Cutoff Sweep 8,474,LP Filter Cutoff Sweep 8
lpfilterresonance8,lpFilterResonance8,0.0,0.0,1.0,LP Filter Resonance 8,475,LP Filter Resonance 8,475,LP Filter Resonance 8
hpfiltercutoff8,hpFilterCutoff8,0.0,0.0,1.0,HP Filter Cutoff 8,476,HP Filter Cutoff 8,476,HP Filter Cutoff 8
hpfiltercutoffsweep8,hpFilterCutoffSweep8,0.0,-1.0,1.0,HP Filter Cutoff Sweep 8,477,HP Filter Cutoff Sweep 8,477,HP Filter Cutoff Sweep 8
bitcrush8,bitCrush8,0.0,0.0,1.0,Bit Crush 8,478,Bit Crush 8,478,Bit Crush 8
bitcrushsweep8,bitCrushSweep8,0.0,-1.0,1.0,Bit Crush Sweep 8,479,Bit Crush Sweep 8,479,Bit Crush Sweep 8
wavetype8l,waveType8l,0.0,0.0,1.0,Wave Type 8 Lock,480,Wave Type 8 Lock,480,Wave Type 8 Lock
mastervolume8l,masterVolume8l,1.0,0.0,1.0,Master Volume 8 Lock,481,Master Volume 8 Lock,481,Master Volume 8 Lock
attacktime8l,attackTime8l,0.0,0.0,1.0,Attack Time 8 Lock,482,Attack Time 8 Lock,482,Attack Time 8 Lock
sustaintime8l,sustainTime8l,0.0,0.0,1.0,Sustain Time 8 Lock,483,Sustain Time 8 Lock,483,Sustain Time 8 Lock
sustainpunch8l,sustainPunch8l,0.0,0.0,1.0,Punch 8 Lock,484,Punch 8 Lock,484,Punch 8 Lock
decaytime8l,decayTime8l,0.0,0.0,1.0,Decay Time 8 Lock,485,Decay Time 8 Lock,485,Decay Time 8 Lock
compressionamount8l,compressionAmount8l,0.0,0.0,1.0,Compression 8 Lock,486,Compression 8 Lock,486,Compression 8 Lock
startfrequency8l,startFrequency8l,0.0,0.0,1.0,Frequency 8 Lock,487,Frequency 8 Lock,487,Frequency 8 Lock
minfrequency8l,minFrequency8l,0.0,0.0,1.0,Frequency Cutoff 8 Lock,488,Frequency Cutoff 8 Lock,488,Frequency Cutoff 8 Lock
slide8l,slide8l,0.0,0.0,1.0,Frequency Slide 8 Lock,489,Frequency Slide 8 Lock,489,Frequency Slide 8 Lock
deltaslide8l,deltaSlide8l,0.0,0.0,1.0,Delta Slide 8 Lock,490,Delta Slide 8 Lock,490,Delta Slide 8 Lock
vibratodepth8l,vibratoDepth8l,0.0,0.0,1.0,Vibrato Depth 8 Lock,491,Vibrato Depth 8 Lock,491,Vibrato Depth 8 Lock
vibratospeed8l,vibratoSpeed8l,0.0,0.0,1.0,Vibrato Speed 8 Lock,492,Vibrato Speed 8 Lock,492,Vibrato Speed 8 Lock
overtones8l,overtones8l,0.0,0.0,1.0,Harmonics 8 Lock,493,Harmonics 8 Lock,493,Harmonics 8 Lock
overtonefalloff8l,overtoneFalloff8l,0.0,0.0,1.0,Harmonics Falloff 8 Lock,494,Harmonics Falloff 8 Lock,494,Harmonics Falloff 8 Lock
changerepeat8l,changeRepeat8l,0.0,0.0,1.0,Pitch Jump Repeat Speed 8 Lock,495,Pitch Jump Repeat Speed 8 Lock,495,Pitch Jump Repeat Speed 8 Lock
changeamount8l,changeAmount8l,0.0,0.0,1.0,Pitch Jump Amount 1 8 Lock,496,Pitch Jump Amount 1 8 Lock,496,Pitch Jump Amount 1 8 Lock
changespeed8l,changeSpeed8l,0.0,0.0,1.0,Pitch Jump Onset 1 8 Lock,497,Pitch Jump Onset 1 8 Lock,497,Pitch Jump Onset 1 8 Lock
changeamount28l,changeAmount28l,0.0,0.0,1.0,Pitch Jump Amount 2 8 Lock,498,Pitch Jump Amount 2 8 Lock,498,Pitch Jump Amount 2 8 Lock
changespeed28l,changeSpeed28l,0.0,0.0,1.0,Pitch Jump Onset 2 8 Lock,499,Pitch Jump Onset 2 8 Lock,499,Pitch Jump Onset 2 8 Lock
squareduty8l,squareDuty8l,0.0,0.0,1.0,Square Duty 8 Lock,500,Square Duty 8 Lock,500,Square Duty 8 Lock
dutysweep8l,dutySweep8l,0.0,0.0,1.0,Duty Sweep 8 Lock,501,Duty Sweep 8 Lock,501,Duty Sweep 8 Lock
repeatspeed8l,repeatSpeed8l,0.0,0.0,1.0,Repeat Speed 8 Lock,502,Repeat Speed 8 Lock,502,Repeat Speed 8 Lock
flangeroffset8l,flangerOffset8l,0.0,0.0,1.0,Flanger Offset 8 Lock,503,Flanger Offset 8 Lock,503,Flanger Offset 8 Lock
flangersweep8l,flangerSweep8l,0.0,0.0,1.0,Flanger Sweep 8 Lock,504,Flanger Sweep 8 Lock,504,Flanger Sweep 8 Lock
lpfiltercutoff8l,lpFilterCutoff8l,0.0,0.0,1.0,LP Filter Cutoff 8 Lock,505,LP Filter Cutoff 8 Lock,505,LP Filter Cutoff 8 Lock
lpfiltercutoffsweep8l,lpFilterCutoffSweep8l,0.0,0.0,1.0,LP Filter Cutoff Sweep 8 Lock,506,LP Filter Cutoff Sweep 8 Lock,506,LP Filter Cutoff Sweep 8 Lock
lpfilterresonance8l,lpFilterResonance8l,0.0,0.0,1.0,LP Filter Resonance 8 Lock,507,LP Filter Resonance 8 Lock,507,LP Filter Resonance 8 Lock
hpfiltercutoff8l,hpFilterCutoff8l,0.0,0.0,1.0,HP Filter Cutoff 8 Lock,508,HP Filter Cutoff 8 Lock,508,HP Filter Cutoff 8 Lock
hpfiltercutoffsweep8l,hpFilterCutoffSweep8l,0.0,0.0,1.0,HP Filter Cutoff Sweep 8 Lock,509,HP Filter Cutoff Sweep 8 Lock,509,HP Filter Cutoff Sweep 8 Lock
bitcrush8l,bitCrush8l,0.0,0.0,1.0,Bit Crush 8 Lock,510,Bit Crush 8 Lock,510,Bit Crush 8 Lock
bitcrushsweep8l,bitCrushSweep8l,0.0,0.0,1.0,Bit Crush Sweep 8 Lock,511,Bit Crush Sweep 8 Lock,511,Bit Crush Sweep 8 Lock
wavetype9,waveType9,0.0,0.0,8.0,Wave Type 9,512,Wave Type 9,512,Wave Type 9
mastervolume9,masterVolume9,0.5,0.0,1.0,Master Volume 9,513,Master Volume 9,513,Master Volume 9
attacktime9,attackTime9,0.0,0.0,1.0,Attack Time 9,514,Attack Time 9,514,Attack Time 9
sustaintime9,sustainTime9,0.1764319539070129,0.0,1.0,Sustain Time 9,515,Sustain Time 9,515,Sustain Time 9
sustainpunch9,sustainPunch9,0.0,0.0,1.0,Punch 9,516,Punch 9,516,Punch 9
decaytime9,decayTime9,0.1814892888069153,0.0,1.0,Decay Time 9,517,Decay Time 9,517,Decay Time 9
compressionamount9,compressionAmount9,0.300000011920929,0.0,1.0,Compression 9,518,Compression 9,518,Compression 9
startfrequency9,startFrequency9,0.3158394396305084,0.0,1.0,Frequency 9,519,Frequency 9,519,Frequency 9
minfrequency9,minFrequency9,0.0,0.0,1.0,Frequency Cutoff 9,520,Frequency Cutoff 9,520,Frequency Cutoff 9
slide9,slide9,0.1639416962862015,-1.0,1.0,Frequency Slide 9,521,Frequency Slide 9,521,Frequency Slide 9
deltaslide9,deltaSlide9,0.0,-1.0,1.0,Delta Slide 9,522,Delta Slide 9,522,Delta Slide 9
vibratodepth9,vibratoDepth9,0.0,0.0,1.0,Vibrato Depth 9,523,Vibrato Depth 9,523,Vibrato Depth 9
vibratospeed9,vibratoSpeed9,0.0,0.0,1.0,Vibrato Speed 9,524,Vibrato Speed 9,524,Vibrato Speed 9
overtones9,overtones9,0.0,0.0,1.0,Harmonics 9,525,Harmonics 9,525,Harmonics 9
overtonefalloff9,overtoneFalloff9,0.0,0.0,1.0,Harmonics Falloff 9,526,Harmonics Falloff 9,526,Harmonics Falloff 9
changerepeat9,changeRepeat9,0.0,0.0,1.0,Pitch Jump Repeat Speed 9,527,Pitch Jump Repeat Speed 9,527,Pitch Jump Repeat Speed 9
changeamount9,changeAmount9,0.0,-1.0,1.0,Pitch Jump Amount 1 9,528,Pitch Jump Amount 1 9,528,Pitch Jump Amount 1 9
changespeed9,changeSpeed9,0.0,0.0,1.0,Pitch Jump Onset 1 9,529,Pitch Jump Onset 1 9,529,Pitch Jump Onset 1 9
changeamount29,changeAmount29,0.0,-1.0,1.0,Pitch Jump Amount 2 9,530,Pitch Jump Amount 2 9,530,Pitch Jump Amount 2 9
changespeed29,changeSpeed29,0.0,0.0,1.0,Pitch Jump Onset 2 9,531,Pitch Jump Onset 2 9,531,Pitch Jump Onset 2 9
squareduty9,squareDuty9,0.4028003513813019,0.0,1.0,Square Duty 9,532,Square Duty 9,532,Square Duty 9
dutysweep9,dutySweep9,0.0,-1.0,1.0,Duty Sweep 9,533,Duty Sweep 9,533,Duty Sweep 9
repeatspeed9,repeatSpeed9,0.0,0.0,1.0,Repeat Speed 9,534,Repeat Speed 9,534,Repeat Speed 9
flangeroffset9,flangerOffset9,0.0,-1.0,1.0,Flanger Offset 9,535,Flanger Offset 9,535,Flanger Offset 9
flangersweep9,flangerSweep9,0.0,-1.0,1.0,Flanger Sweep 9,536,Flanger Sweep 9,536,Flanger Sweep 9
lpfiltercutoff9,lpFilterCutoff9,0.7241547703742981,0.0,1.0,LP Filter Cutoff 9,537,LP Filter Cutoff 9,537,LP Filter Cutoff 9
lpfiltercutoffsweep9,lpFilterCutoffSweep9,0.0,-1.0,1.0,LP Filter Cutoff Sweep 9,538,LP Filter Cutoff Sweep 9,538,LP Filter Cutoff Sweep 9
lpfilterresonance9,lpFilterResonance9,0.0,0.0,1.0,LP Filter Resonance 9,539,LP Filter Resonance 9,539,LP Filter Resonance 9
hpfiltercutoff9,hpFilterCutoff9,0.2080653756856918,0.0,1.0,HP Filter Cutoff 9,540,HP Filter Cutoff 9,540,HP Filter Cutoff 9
hpfiltercutoffsweep9,hpFilterCutoffSweep9,0.0,-1.0,1.0,HP Filter Cutoff Sweep 9,541,HP Filter Cutoff Sweep 9,541,HP Filter Cutoff Sweep 9
bitcrush9,bitCrush9,0.0,0.0,1.0,Bit Crush 9,542,Bit Crush 9,542,Bit Crush 9
bitcrushsweep9,bitCrushSweep9,0.0,-1.0,1.0,Bit Crush Sweep 9,543,Bit Crush Sweep 9,543,Bit Crush Sweep 9
wavetype9l,waveType9l,0.0,0.0,1.0,Wave Type 9 Lock,544,Wave Type 9 Lock,544,Wave Type 9 Lock
mastervolume9l,masterVolume9l,1.0,0.0,1.0,Master Volume 9 Lock,545,Master Volume 9 Lock,545,Master Volume 9 Lock
attacktime9l,attackTime9l,0.0,0.0,1.0,Attack Time 9 Lock,546,Attack Time 9 Lock,546,Attack Time 9 Lock
sustaintime9l,sustainTime9l,0.0,0.0,1.0,Sustain Time 9 Lock,547,Sustain Time 9 Lock,547,Sustain Time 9 Lock
sustainpunch9l,sustainPunch9l,0.0,0.0,1.0,Punch 9 Lock,548,Punch 9 Lock,548,Punch 9 Lock
decaytime9l,decayTime9l,0.0,0.0,1.0,Decay Time 9 Lock,549,Decay Time 9 Lock,549,Decay Time 9 Lock
compressionamount9l,compressionAmount9l,0.0,0.0,1.0,Compression 9 Lock,550,Compression 9 Lock,550,Compression 9 Lock
startfrequency9l,startFrequency9l,0.0,0.0,1.0,Frequency 9 Lock,551,Frequency 9 Lock,551,Frequency 9 Lock
minfrequency9l,minFrequency9l,0.0,0.0,1.0,Frequency Cutoff 9 Lock,552,Frequency Cutoff 9 Lock,552,Frequency Cutoff 9 Lock
slide9l,slide9l,0.0,0.0,1.0,Frequency Slide 9 Lock,553,Frequency Slide 9 Lock,553,Frequency Slide 9 Lock
deltaslide9l,deltaSlide9l,0.0,0.0,1.0,Delta Slide 9 Lock,554,Delta Slide 9 Lock,554,Delta Slide 9 Lock
vibratodepth9l,vibratoDepth9l,0.0,0.0,1.0,Vibrato Depth 9 Lock,555,Vibrato Depth 9 Lock,555,Vibrato Depth 9 Lock
vibratospeed9l,vibratoSpeed9l,0.0,0.0,1.0,Vibrato Speed 9 Lock,556,Vibrato Speed 9 Lock,556,Vibrato Speed 9 Lock
overtones9l,overtones9l,0.0,0.0,1.0,Harmonics 9 Lock,557,Harmonics 9 Lock,557,Harmonics 9 Lock
overtonefalloff9l,overtoneFalloff9l,0.0,0.0,1.0,Harmonics Falloff 9 Lock,558,Harmonics Falloff 9 Lock,558,Harmonics Falloff 9 Lock
changerepeat9l,changeRepeat9l,0.0,0.0,1.0,Pitch Jump Repeat Speed 9 Lock,559,Pitch Jump Repeat Speed 9 Lock,559,Pitch Jump Repeat Speed 9 Lock
changeamount9l,changeAmount9l,0.0,0.0,1.0,Pitch Jump Amount 1 9 Lock,560,Pitch Jump Amount 1 9 Lock,560,Pitch Jump Amount 1 9 Lock
changespeed9l,changeSpeed9l,0.0,0.0,1.0,Pitch Jump Onset 1 9 Lock,561,Pitch Jump Onset 1 9 Lock,561,Pitch Jump Onset 1 9 Lock
changeamount29l,changeAmount29l,0.0,0.0,1.0,Pitch Jump Amount 2 9 Lock,562,Pitch Jump Amount 2 9 Lock,562,Pitch Jump Amount 2 9 Lock
changespeed29l,changeSpeed29l,0.0,0.0,1.0,Pitch Jump Onset 2 9 Lock,563,Pitch Jump Onset 2 9 Lock,563,Pitch Jump Onset 2 9 Lock
squareduty9l,squareDuty9l,0.0,0.0,1.0,Square Duty 9 Lock,564,Square Duty 9 Lock,564,Square Duty 9 Lock
dutysweep9l,dutySweep9l,0.0,0.0,1.0,Duty Sweep 9 Lock,565,Duty Sweep 9 Lock,565,Duty Sweep 9 Lock
repeatspeed9l,repeatSpeed9l,0.0,0.0,1.0,Repeat Speed 9 Lock,566,Repeat Speed 9 Lock,566,Repeat Speed 9 Lock
flangeroffset9l,flangerOffset9l,0.0,0.0,1.0,Flanger Offset 9 Lock,567,Flanger Offset 9 Lock,567,Flanger Offset 9 Lock
flangersweep9l,flangerSweep9l,0.0,0.0,1.0,Flanger Sweep 9 Lock,568,Flanger Sweep 9 Lock,568,Flanger Sweep 9 Lock
lpfiltercutoff9l,lpFilterCutoff9l,0.0,0.0,1.0,LP Filter Cutoff 9 Lock,569,LP Filter Cutoff 9 Lock,569,LP Filter Cutoff 9 Lock
lpfiltercutoffsweep9l,lpFilterCutoffSweep9l,0.0,0.0,1.0,LP Filter Cutoff Sweep 9 Lock,570,LP Filter Cutoff Sweep 9 Lock,570,LP Filter Cutoff Sweep 9 Lock
lpfilterresonance9l,lpFilterResonance9l,0.0,0.0,1.0,LP Filter Resonance 9 Lock,571,LP Filter Resonance 9 Lock,571,LP Filter Resonance 9 Lock
hpfiltercutoff9l,hpFilterCutoff9l,0.0,0.0,1.0,HP Filter Cutoff 9 Lock,572,HP Filter Cutoff 9 Lock,572,HP Filter Cutoff 9 Lock
hpfiltercutoffsweep9l,hpFilterCutoffSweep9l,0.0,0.0,1.0,HP Filter Cutoff Sweep 9 Lock,573,HP Filter Cutoff Sweep 9 Lock,573,HP Filter Cutoff Sweep 9 Lock
bitcrush9l,bitCrush9l,0.0,0.0,1.0,Bit Crush 9 Lock,574,Bit Crush 9 Lock,574,Bit Crush 9 Lock
